,Name,Name_tag,ID,Position
73,Sandro Tonali,sandro-tonali,397033,Defensive Midfield
74,Igor Zubeldia,igor-zubeldia,355628,Defensive Midfield
75,Marc Roca,marc-roca,336869,Defensive Midfield
76,Dani Olmo,dani-olmo,293385,Attacking Midfield
77,Carles Aleñá,carles-alena,284854,Central Midfield
78,Marcos Llorente,marcos-llorente,282411,Defensive Midfield
79,David Brooks,david-brooks,277033,Attacking Midfield
80,Stefano Sensi,stefano-sensi,216179,Central Midfield
81,Ruben Loftus-Cheek,ruben-loftus-cheek,202886,Central Midfield
82,Maximilian Eggestein,maximilian-eggestein,190284,Central Midfield
83,Eric Dier,eric-dier,175722,Defensive Midfield
84,Danilo Pereira,danilo-pereira,141050,Defensive Midfield
85,Geoffrey Kondogbia,geoffrey-kondogbia,127189,Central Midfield
86,Idrissa Gueye,idrissa-gueye,126665,Defensive Midfield
87,Emre Can,emre-can,119296,Defensive Midfield
88,Granit Xhaka,granit-xhaka,111455,Defensive Midfield
89,Oscar,oscar,85314,Attacking Midfield
90,Dani Parejo,dani-parejo,59561,Central Midfield
91,Denis Zakaria,denis-zakaria,334526,Defensive Midfield
92,Scott McTominay,scott-mctominay,315969,Central Midfield
93,Talisca,talisca,258626,Attacking Midfield
94,Rafa Silva,rafa-silva,238055,Left Midfield
95,André Gomes,andre-gomes,221025,Central Midfield
96,Jean-Philippe Gbamin,jean-philippe-gbamin,182894,Defensive Midfield
97,Morgan Sanson,morgan-sanson,174094,Central Midfield
98,Leander Dendoncker,leander-dendoncker,168157,Defensive Midfield
99,Gylfi Sigurdsson,gylfi-sigurdsson,90466,Attacking Midfield
100,Jonathan Ikoné,jonathan-ikone,324690,Attacking Midfield
101,Ross Barkley,ross-barkley,131978,Central Midfield
102,Thomas Delaney,thomas-delaney,91849,Central Midfield
103,Javi Martínez,javi-martinez,44017,Defensive Midfield
104,Nahitan Nández,nahitan-nandez,315063,Central Midfield
105,Reinier,reinier,627226,Attacking Midfield
106,Exequiel Palacios,exequiel-palacios,401578,Central Midfield
107,André Zambo Anguissa,andre-zambo-anguissa,354361,Defensive Midfield
108,Jeff Reine-Adélaïde,jeff-reine-adelaide,326300,Central Midfield
109,Gaetano Castrovilli,gaetano-castrovilli,303116,Central Midfield
110,Franck Kessié,franck-kessie,294808,Central Midfield
111,Aleksandr Golovin,aleksandr-golovin,263918,Attacking Midfield
112,Jefferson Lerma,jefferson-lerma,262980,Defensive Midfield
113,Rodrigo de Paul,rodrigo-de-paul,255901,Attacking Midfield
114,Bryan Cristante,bryan-cristante,199248,Central Midfield
115,Julian Weigl,julian-weigl,196792,Defensive Midfield
116,Stanislav Lobotka,stanislav-lobotka,192735,Defensive Midfield
117,Raphaël Guerreiro,raphael-guerreiro,170986,Left Midfield
118,Leandro Paredes,leandro-paredes,166237,Defensive Midfield
119,Jordan Veretout,jordan-veretout,164771,Central Midfield
120,Thiago Mendes,thiago-mendes,135617,Defensive Midfield
121,Abdoulaye Doucouré,abdoulaye-doucoure,127187,Central Midfield
122,William Carvalho,william-carvalho,100131,Defensive Midfield
123,Ander Herrera,ander-herrera,99343,Central Midfield
124,Luka Milivojevic,luka-milivojevic,74300,Defensive Midfield
125,Sergio Canales,sergio-canales,66106,Attacking Midfield
126,Pizzi,pizzi,64339,Right Midfield
127,Asier Illarramendi,asier-illarramendi,59344,Defensive Midfield
128,Henrikh Mkhitaryan,henrikh-mkhitaryan,55735,Attacking Midfield
129,Moussa Sissoko,moussa-sissoko,46001,Central Midfield
130,Arne Maier,arne-maier,296397,Defensive Midfield
131,Marten de Roon,marten-de-roon,133179,Central Midfield
132,Dennis Praet,dennis-praet,129588,Central Midfield
133,Matías Vecino,matias-vecino,143812,Central Midfield
134,Matheus Henrique,matheus-henrique,552549,Central Midfield
135,Harvey Barnes,harvey-barnes,398065,Left Midfield
136,Pablo Fornals,pablo-fornals,357885,Attacking Midfield
137,Sean Longstaff,sean-longstaff,346707,Central Midfield
138,Sander Berge,sander-berge,333014,Defensive Midfield
139,Florian Neuhaus,florian-neuhaus,278332,Central Midfield
140,Florian Grillitsch,florian-grillitsch,195736,Central Midfield
141,Fred,fred,191614,Central Midfield
142,Davy Klaassen,davy-klaassen,182932,Central Midfield
143,Héctor Herrera,hector-herrera,122043,Central Midfield
144,Kevin Kampl,kevin-kampl,53418,Central Midfield
145,Mesut Özil,mesut-ozil,35664,Attacking Midfield
146,Eduardo Camavinga,eduardo-camavinga,640428,Defensive Midfield
147,Thiago Almada,thiago-almada,576028,Attacking Midfield
148,Kang-in Lee,kang-in-lee,557149,Attacking Midfield
149,Jonathan David,jonathan-david,533738,Attacking Midfield
150,Bruno Guimarães,bruno-guimaraes,520624,Central Midfield
151,Douglas Luiz,douglas-luiz,447661,Central Midfield
152,Amadou Haidara,amadou-haidara,402008,Central Midfield
153,Federico Valverde,federico-valverde,369081,Central Midfield
154,Amadou Diawara,amadou-diawara,355501,Defensive Midfield
155,Lucas Tousart,lucas-tousart,353948,Defensive Midfield
156,Gedson Fernandes,gedson-fernandes,337800,Right Midfield
157,Weston McKennie,weston-mckennie,332697,Central Midfield
158,Martin Ødegaard,martin-odegaard,316264,Attacking Midfield
159,Nikola Vlasic,nikola-vlasic,293200,Attacking Midfield
160,Miguel Almirón,miguel-almiron,272999,Attacking Midfield
161,Lewis Cook,lewis-cook,249089,Central Midfield
162,Marko Grujic,marko-grujic,222813,Central Midfield
163,Andreas Pereira,andreas-pereira,203394,Attacking Midfield
164,John McGinn,john-mcginn,193116,Central Midfield
165,Remo Freuler,remo-freuler,148252,Central Midfield
166,Manuel Lanzini,manuel-lanzini,135853,Attacking Midfield
167,Francis Coquelin,francis-coquelin,74869,Defensive Midfield
168,Nemanja Matic,nemanja-matic,74683,Defensive Midfield
169,Radja Nainggolan,radja-nainggolan,41982,Central Midfield
170,Luka Modric,luka-modric,27992,Central Midfield
171,Giorgian de Arrascaeta,giorgian-de-arrascaeta,248410,Attacking Midfield
172,Valentino Lazaro,valentino-lazaro,186368,Right Midfield
173,Steven Nzonzi,steven-nzonzi,73734,Defensive Midfield
174,Fran Beltrán,fran-beltran,423444,Central Midfield
175,Boubakary Soumaré,boubakary-soumare,344605,Defensive Midfield
176,Joe Willock,joe-willock,340329,Central Midfield
177,Manuel Lazzari,manuel-lazzari,331401,Right Midfield
178,Philip Billing,philip-billing,320411,Central Midfield
179,Tom Davies,tom-davies,314210,Central Midfield
180,Ainsley Maitland-Niles,ainsley-maitland-niles,285845,Right Midfield
181,Renato Sanches,renato-sanches,258027,Central Midfield
182,Wilmar Barrios,wilmar-barrios,257668,Defensive Midfield
183,Will Hughes,will-hughes,207014,Central Midfield
184,Wylan Cyprien,wylan-cyprien,182889,Central Midfield
185,James Ward-Prowse,james-ward-prowse,181579,Central Midfield
186,Jean Michaël Seri,jean-michael-seri,178614,Central Midfield
187,João Mário,joao-mario,149729,Central Midfield
188,Maximilian Arnold,maximilian-arnold,117674,Central Midfield
189,Jonjo Shelvey,jonjo-shelvey,71292,Central Midfield
190,Giacomo Bonaventura,giacomo-bonaventura,57280,Central Midfield
191,Grzegorz Krychowiak,grzegorz-krychowiak,45184,Defensive Midfield
192,Marek Hamsik,marek-hamsik,38593,Central Midfield
193,Blaise Matuidi,blaise-matuidi,33923,Central Midfield
194,Nicolás Domínguez,nicolas-dominguez,497291,Central Midfield
195,Matías Zaracho,matias-zaracho,480774,Attacking Midfield
196,Eljif Elmas,eljif-elmas,400489,Central Midfield
